"ParkName","Region","State","Year","RecreationVisits"
"Mesa Verde NP","Intermountain","CO","2015","547325"
"Glacier Bay NP & PRES","Alaska","AK","2017","547057"
"Wind Cave NP","Midwest","SD","2014","547022"
"Denali NP & PRES","Alaska","AK","1990","546693"
"Glacier Bay NP & PRES","Alaska","AK","2022","545758"
"Kings Canyon NP","Pacific West","CA","2002","545420"
"Joshua Tree NP","Pacific West","CA","1980","545357"
"Theodore Roosevelt NP","Midwest","ND","2013","545090"
"Petrified Forest NP","Intermountain","AZ","2008","543714"
"Denali NP & PRES","Alaska","AK","1989","543640"
"White Sands NP","Intermountain","NM","1982","543581"
"Denali NP & PRES","Alaska","AK","1995","543309"
"Cuyahoga Valley NP","Midwest","OH","1979","543025"
"White Sands NP","Intermountain","NM","1984","542930"
"Canyonlands NP","Intermountain","UT","2014","542431"
"Lassen Volcanic NP","Pacific West","CA","2020","542274"
"Kings Canyon NP","Pacific West","CA","2001","541787"
"Mesa Verde NP","Intermountain","CO","2007","541102"
"Carlsbad Caverns NP","Intermountain","NM","1997","540797"
"Kings Canyon NP","Pacific West","CA","1998","540212"
"Mesa Verde NP","Intermountain","CO","1980","539257"
"Wind Cave NP","Midwest","SD","2011","538394"
"Channel Islands NP","Pacific West","CA","2004","537716"
"Wind Cave NP","Midwest","SD","1993","537075"
"Redwood NP","Pacific West","CA","2016","536297"
"Lassen Volcanic NP","Pacific West","CA","2016","536068"
"Virgin Islands NP","Southeast","VI","1995","536058"
"Wind Cave NP","Midwest","SD","1984","536022"
"Crater Lake NP","Pacific West","OR","2014","535508"
"Capitol Reef NP","Intermountain","UT","2003","535441"
"Mammoth Cave NP","Southeast","KY","2018","533206"
"Denali NP & PRES","Alaska","AK","2014","531315"
"Biscayne NP","Southeast","FL","1988","531036"
"Denali NP & PRES","Alaska","AK","2013","530922"
"Denali NP & PRES","Alaska","AK","1986","529749"
"Wind Cave NP","Midwest","SD","2012","529083"
"Kings Canyon NP","Pacific West","CA","2000","528987"
"Capitol Reef NP","Intermountain","UT","2001","527760"
"Great Sand Dunes NP & PRES","Intermountain","CO","2019","527546"
"Crater Lake NP","Pacific West","OR","2022","527259"
"Redwood NP","Pacific West","CA","2015","527143"
"Channel Islands NP","Pacific West","CA","1995","525882"
"Biscayne NP","Southeast","FL","2014","525745"
"Capitol Reef NP","Intermountain","UT","2002","525646"
"Kings Canyon NP","Pacific West","CA","2004","525035"
"Crater Lake NP","Pacific West","OR","2013","523027"
"Mammoth Cave NP","Southeast","KY","2014","522628"
"Carlsbad Caverns NP","Intermountain","NM","1998","522076"
"Petrified Forest NP","Intermountain","AZ","2023","520491"
"Arches NP","Intermountain","UT","1988","520455"
"Channel Islands NP","Pacific West","CA","2001","520428"
"Glacier Bay NP & PRES","Alaska","AK","2016","520171"
"Carlsbad Caverns NP","Intermountain","NM","2017","520026"
"White Sands NP","Intermountain","NM","2001","518958"
"Biscayne NP","Southeast","FL","2007","517442"
"Lassen Volcanic NP","Pacific West","CA","2019","517039"
"Mesa Verde NP","Intermountain","CO","1984","516865"
"Theodore Roosevelt NP","Midwest","ND","2008","516804"
"Wind Cave NP","Midwest","SD","2013","516142"
"Mammoth Cave NP","Southeast","KY","2021","515774"
"Capitol Reef NP","Intermountain","UT","1989","515278"
"White Sands NP","Intermountain","NM","2000","515229"
"Biscayne NP","Southeast","FL","2016","514709"
"Carlsbad Caverns NP","Intermountain","NM","1999","514418"
"Big Bend NP","Intermountain","TX","2022","514107"
"Mesa Verde NP","Intermountain","CO","2001","513409"
"Biscayne NP","Southeast","FL","2002","513397"
"Great Sand Dunes NP & PRES","Intermountain","CO","2023","512219"
"Biscayne NP","Southeast","FL","2024","512213"
"Capitol Reef NP","Intermountain","UT","2006","511511"
"White Sands NP","Intermountain","NM","1980","511476"
"Big Bend NP","Intermountain","TX","2023","509129"
"Biscayne NP","Southeast","FL","2015","508164"
"Mammoth Cave NP","Southeast","KY","2012","508054"
"Lassen Volcanic NP","Pacific West","CA","2017","507256"
"Redwood NP","Pacific West","CA","1985","505791"
"Denali NP & PRES","Alaska","AK","1993","505565"
"Theodore Roosevelt NP","Midwest","ND","1994","505349"
"Petrified Forest NP","Intermountain","AZ","2022","505209"
"Mesa Verde NP","Intermountain","CO","2023","505194"
"Crater Lake NP","Pacific West","OR","2024","504942"
"Redwood NP","Pacific West","CA","2019","504722"
"Mammoth Cave NP","Southeast","KY","2009","503856"
"Wind Cave NP","Midwest","SD","1983","503739"
"Denali NP & PRES","Alaska","AK","1992","503674"
"White Sands NP","Intermountain","NM","2014","503660"
"Wind Cave NP","Midwest","SD","1981","503424"
"Crater Lake NP","Pacific West","OR","1981","503404"
"Kings Canyon NP","Pacific West","CA","1996","502749"
"Kings Canyon NP","Pacific West","CA","2014","502268"
"Mesa Verde NP","Intermountain","CO","2014","501563"
"Bryce Canyon NP","Intermountain","UT","1985","500782"
"Glacier Bay NP & PRES","Alaska","AK","2014","500727"
"Glacier Bay NP & PRES","Alaska","AK","2013","500590"
"Mesa Verde NP","Intermountain","CO","2022","499790"
"Lassen Volcanic NP","Pacific West","CA","2018","499435"
"White Sands NP","Intermountain","NM","2002","498964"
"Denali NP & PRES","Alaska","AK","2023","498722"
"Mesa Verde NP","Intermountain","CO","2005","498333"
"White Sands NP","Intermountain","NM","2015","497506"
"Mammoth Cave NP","Southeast","KY","2010","497225"
"Crater Lake NP","Pacific West","OR","1995","496041"
"Lassen Volcanic NP","Pacific West","CA","1988","495628"
"Biscayne NP","Southeast","FL","2012","495613"
"Bryce Canyon NP","Intermountain","UT","1984","495104"
"Mammoth Cave NP","Southeast","KY","2013","494541"
"Canyonlands NP","Intermountain","UT","2020","493914"
"Virgin Islands NP","Southeast","VI","2010","493477"
"Great Sand Dunes NP & PRES","Intermountain","CO","2022","493428"
"Theodore Roosevelt NP","Midwest","ND","2005","493198"
"White Sands NP","Intermountain","NM","1983","492902"
"White Sands NP","Intermountain","NM","2003","492008"
"Channel Islands NP","Pacific West","CA","1996","490715"
"White Sands NP","Intermountain","NM","2013","490544"
"Denali NP & PRES","Alaska","AK","1994","490311"
"Theodore Roosevelt NP","Midwest","ND","2003","490295"
"Biscayne NP","Southeast","FL","2003","490031"
"Wind Cave NP","Midwest","SD","2024","489399"
"Biscayne NP","Southeast","FL","2001","489343"
"Mesa Verde NP","Intermountain","CO","2012","488860"
"Channel Islands NP","Pacific West","CA","1997","488757"
"Biscayne NP","Southeast","FL","1991","488134"
"Mammoth Cave NP","Southeast","KY","2007","487305"
"Great Sand Dunes NP & PRES","Intermountain","CO","2017","486935"
"Biscayne NP","Southeast","FL","2013","486848"
"White Sands NP","Intermountain","NM","1985","486754"
"Gateway Arch NP","Midwest","MO","2020","486021"
"Kings Canyon NP","Pacific West","CA","1997","484718"
"Virgin Islands NP","Southeast","VI","2012","483341"
"Wind Cave NP","Midwest","SD","1986","483334"
"Mammoth Cave NP","Southeast","KY","2011","483319"
"Channel Islands NP","Pacific West","CA","2000","482571"
"Redwood NP","Pacific West","CA","2018","482536"
"Mesa Verde NP","Intermountain","CO","2024","480065"
"Crater Lake NP","Pacific West","OR","2003","479183"
"Biscayne NP","Southeast","FL","2004","478304"
"Wind Cave NP","Midwest","SD","1985","477585"
"Crater Lake NP","Pacific West","OR","1996","476957"
"Carlsbad Caverns NP","Intermountain","NM","2002","476259"
"Biscayne NP","Southeast","FL","2011","476077"
"Virgin Islands NP","Southeast","VI","1996","475942"
"Theodore Roosevelt NP","Midwest","ND","1992","475937"
"Theodore Roosevelt NP","Midwest","ND","1993","475160"
"Redwood NP","Pacific West","CA","1994","475033"
"Theodore Roosevelt NP","Midwest","ND","2004","474589"
"Bryce Canyon NP","Intermountain","UT","1981","474092"
"Canyonlands NP","Intermountain","UT","2011","473773"
"Mesa Verde NP","Intermountain","CO","1979","473715"
"Redwood NP","Pacific West","CA","1983","473711"
"Wind Cave NP","Midwest","SD","1980","473061"
"Bryce Canyon NP","Intermountain","UT","1983","472633"
"Lassen Volcanic NP","Pacific West","CA","1987","472431"
"Crater Lake NP","Pacific West","OR","1998","471865"
"Redwood NP","Pacific West","CA","1980","471710"
"Theodore Roosevelt NP","Midwest","ND","2002","471551"
"Bryce Canyon NP","Intermountain","UT","1982","471517"
"White Sands NP","Intermountain","NM","2009","471167"
"White Sands NP","Intermountain","NM","2010","470921"
"Saguaro NP","Intermountain","AZ","1981","470598"
"Capitol Reef NP","Intermountain","UT","1988","469556"
"Carlsbad Caverns NP","Intermountain","NM","2000","469303"
"Biscayne NP","Southeast","FL","2018","469253"
"Virgin Islands NP","Southeast","VI","2008","469034"
"Crater Lake NP","Pacific West","OR","2007","468958"
"Theodore Roosevelt NP","Midwest","ND","1991","468926"
"Arches NP","Intermountain","UT","1987","468916"
"Kings Canyon NP","Pacific West","CA","2015","468106"
"Lassen Volcanic NP","Pacific West","CA","2015","468092"
"Lassen Volcanic NP","Pacific West","CA","1992","468011"
"Biscayne NP","Southeast","FL","2010","467612"
"Wind Cave NP","Midwest","SD","1982","467392"
"Redwood NP","Pacific West","CA","1984","467155"
"Redwood NP","Pacific West","CA","1982","467126"
"Carlsbad Caverns NP","Intermountain","NM","2016","466773"
"Denali NP & PRES","Alaska","AK","2024","466227"
"Lassen Volcanic NP","Pacific West","CA","1989","466115"
"Carlsbad Caverns NP","Intermountain","NM","2018","465912"
"Big Bend NP","Intermountain","TX","2019","463832"
"Lassen Volcanic NP","Pacific West","CA","1984","463275"
"Lassen Volcanic NP","Pacific West","CA","1991","463179"
"Canyonlands NP","Intermountain","UT","2013","462242"
"Crater Lake NP","Pacific West","OR","1992","461668"
"Great Sand Dunes NP & PRES","Intermountain","CO","2020","461532"
"Biscayne NP","Southeast","FL","1985","460921"
"Lassen Volcanic NP","Pacific West","CA","1990","460917"
"Theodore Roosevelt NP","Midwest","ND","1990","460718"
"Theodore Roosevelt NP","Midwest","ND","1995","460699"
"Crater Lake NP","Pacific West","OR","1987","460550"
"Carlsbad Caverns NP","Intermountain","NM","2024","460474"
"Mesa Verde NP","Intermountain","CO","2013","460237"
"Theodore Roosevelt NP","Midwest","ND","1989","459171"
"Redwood NP","Pacific West","CA","2022","458400"
"Denali NP & PRES","Alaska","AK","2007","458308"
"Carlsbad Caverns NP","Intermountain","NM","2003","457631"
"Wind Cave NP","Midwest","SD","1979","457443"
"Crater Lake NP","Pacific West","OR","2001","457373"
"Crater Lake NP","Pacific West","OR","1991","456931"
"Crater Lake NP","Pacific West","OR","2002","456620"
"Theodore Roosevelt NP","Midwest","ND","2007","456588"
"North Cascades NP","Pacific West","WA","1990","456444"
"Carlsbad Caverns NP","Intermountain","NM","2001","455621"
"Crater Lake NP","Pacific West","OR","1980","455143"
"Glacier Bay NP & PRES","Alaska","AK","2012","454337"
"Crater Lake NP","Pacific West","OR","1994","454215"
"Canyonlands NP","Intermountain","UT","2012","452952"
"Mesa Verde NP","Intermountain","CO","2000","452287"
"Crater Lake NP","Pacific West","OR","1997","451548"
"Lassen Volcanic NP","Pacific West","CA","1985","451497"
"White Sands NP","Intermountain","NM","2005","450447"
"Canyonlands NP","Intermountain","UT","1995","448769"
"Wind Cave NP","Midwest","SD","2020","448405"
"Crater Lake NP","Pacific West","OR","2010","448319"
"Theodore Roosevelt NP","Midwest","ND","1998","448286"
"White Sands NP","Intermountain","NM","2004","448185"
"Canyonlands NP","Intermountain","UT","1996","447527"
"White Sands NP","Intermountain","NM","2012","447385"
"Crater Lake NP","Pacific West","OR","2012","447251"
"Crater Lake NP","Pacific West","OR","2005","447240"
"Biscayne NP","Southeast","FL","2017","446961"
"Mesa Verde NP","Intermountain","CO","2004","446811"
"Theodore Roosevelt NP","Midwest","ND","2001","446609"
"Crater Lake NP","Pacific West","OR","2009","446516"
"Lassen Volcanic NP","Pacific West","CA","2022","446291"
"Mammoth Cave NP","Southeast","KY","2008","446174"
"Canyonlands NP","Intermountain","UT","1999","446160"
"Carlsbad Caverns NP","Intermountain","NM","2015","445720"
"Redwood NP","Pacific West","CA","2017","445000"
"Glacier Bay NP & PRES","Alaska","AK","2010","444530"
"Redwood NP","Pacific West","CA","2009","444426"
"Crater Lake NP","Pacific West","OR","1988","443430"
"Great Sand Dunes NP & PRES","Intermountain","CO","2018","442905"
"Glacier Bay NP & PRES","Alaska","AK","1999","442607"
"Biscayne NP","Southeast","FL","1999","442585"
"Virgin Islands NP","Southeast","VI","2011","442414"
"White Sands NP","Intermountain","NM","2006","440927"
"Carlsbad Caverns NP","Intermountain","NM","2019","440691"
"Big Bend NP","Intermountain","TX","2017","440276"
"Big Bend NP","Intermountain","TX","2018","440091"
"Lassen Volcanic NP","Pacific West","CA","1986","439723"
"Virgin Islands NP","Southeast","VI","2013","438601"
"Mesa Verde NP","Intermountain","CO","2003","438590"
"White Sands NP","Intermountain","NM","2008","438511"
"Virgin Islands NP","Southeast","VI","2015","438372"
"Glacier Bay NP & PRES","Alaska","AK","2009","438361"
"Glacier Bay NP & PRES","Alaska","AK","2007","438211"
"Biscayne NP","Southeast","FL","2009","437745"
"Great Sand Dunes NP & PRES","Intermountain","CO","2024","437661"
"White Sands NP","Intermountain","NM","2007","437042"
"New River Gorge NP & PRES","Northeast","WV","1987","436791"
"Canyonlands NP","Intermountain","UT","2008","436715"
"Denali NP & PRES","Alaska","AK","1985","436545"
"Canyonlands NP","Intermountain","UT","1998","436524"
"Canyonlands NP","Intermountain","UT","2009","436241"
"Theodore Roosevelt NP","Midwest","ND","1996","436081"
"Canyonlands NP","Intermountain","UT","2010","435908"
"Redwood NP","Pacific West","CA","2021","435879"
"Crater Lake NP","Pacific West","OR","1982","435589"
"Theodore Roosevelt NP","Midwest","ND","2006","435359"
"Canyonlands NP","Intermountain","UT","1993","434844"
"Lassen Volcanic NP","Pacific West","CA","1993","434264"
"Channel Islands NP","Pacific West","CA","2005","434107"
"Lassen Volcanic NP","Pacific West","CA","2014","432977"
"Black Canyon of the Gunnison NP","Intermountain","CO","2019","432818"
"Canyonlands NP","Intermountain","UT","1997","432697"
"Carlsbad Caverns NP","Intermountain","NM","2009","432639"
"Denali NP & PRES","Alaska","AK","2008","432309"
"Glacier Bay NP & PRES","Alaska","AK","2011","431986"
"Theodore Roosevelt NP","Midwest","ND","2000","431813"
"Theodore Roosevelt NP","Midwest","ND","1999","431311"
"Crater Lake NP","Pacific West","OR","1989","430734"
"Canyonlands NP","Intermountain","UT","1994","429921"
"Lassen Volcanic NP","Pacific West","CA","1983","429867"
"Redwood NP","Pacific West","CA","2014","429166"
"White Sands NP","Intermountain","NM","2011","428924"
"Capitol Reef NP","Intermountain","UT","1987","428808"
"Carlsbad Caverns NP","Intermountain","NM","2010","428524"
"Denali NP & PRES","Alaska","AK","2022","427562"
"Lassen Volcanic NP","Pacific West","CA","2013","427409"
"Redwood NP","Pacific West","CA","1996","426938"
"Virgin Islands NP","Southeast","VI","2014","426930"
"Crater Lake NP","Pacific West","OR","2000","426883"
"Virgin Islands NP","Southeast","VI","1999","425345"
"Theodore Roosevelt NP","Midwest","ND","1987","424846"
"Crater Lake NP","Pacific West","OR","2011","423551"
"Virgin Islands NP","Southeast","VI","2024","423029"
"Redwood NP","Pacific West","CA","1993","421027"
"Crater Lake NP","Pacific West","OR","1984","419829"
"Carlsbad Caverns NP","Intermountain","NM","2004","419599"
"Kenai Fjords NP","Alaska","AK","2024","419468"
"Arches NP","Intermountain","UT","1986","419444"
"Lassen Volcanic NP","Pacific West","CA","2023","418978"
"Glacier Bay NP & PRES","Alaska","AK","2008","418911"
"Redwood NP","Pacific West","CA","2010","418820"
"Crater Lake NP","Pacific West","OR","1999","417992"
"Canyonlands NP","Intermountain","UT","2007","417560"
"Crater Lake NP","Pacific West","OR","2004","417066"
"Denali NP & PRES","Alaska","AK","2006","415935"
"Virgin Islands NP","Southeast","VI","2009","415847"
"Crater Lake NP","Pacific West","OR","2008","415686"
"White Sands NP","Intermountain","NM","2020","415383"
"Theodore Roosevelt NP","Midwest","ND","1983","415118"
"Kings Canyon NP","Pacific West","CA","2020","415077"
"Lassen Volcanic NP","Pacific West","CA","1981","415045"
"Lassen Volcanic NP","Pacific West","CA","1982","414859"
"Redwood NP","Pacific West","CA","1979","413917"
"Carlsbad Caverns NP","Intermountain","NM","2005","413786"
"Theodore Roosevelt NP","Midwest","ND","1988","413527"
"Glacier Bay NP & PRES","Alaska","AK","2006","413382"
"Kenai Fjords NP","Alaska","AK","2021","411782"
"Virgin Islands NP","Southeast","VI","2016","411343"
"New River Gorge NP & PRES","Northeast","WV","1989","411195"
"Crater Lake NP","Pacific West","OR","1979","410749"
"Channel Islands NP","Pacific West","CA","2019","409630"
"Carlsbad Caverns NP","Intermountain","NM","2007","409560"
"Redwood NP","Pacific West","CA","2023","409105"
"Glacier Bay NP & PRES","Alaska","AK","2002","408143"
"Redwood NP","Pacific West","CA","2003","408126"
"Lassen Volcanic NP","Pacific West","CA","2012","407653"
"Carlsbad Caverns NP","Intermountain","NM","2006","407367"
"Denali NP & PRES","Alaska","AK","2011","406582"
"Mesa Verde NP","Intermountain","CO","2002","406385"
"Redwood NP","Pacific West","CA","2002","404789"
"Lassen Volcanic NP","Pacific West","CA","2003","404384"
"Denali NP & PRES","Alaska","AK","2004","404236"
"Denali NP & PRES","Alaska","AK","2005","403520"
"Glacier Bay NP & PRES","Alaska","AK","1998","403512"
"Biscayne NP","Southeast","FL","1998","403239"
"Crater Lake NP","Pacific West","OR","1986","402789"
"Biscayne NP","Southeast","FL","2020","402770"
"Canyonlands NP","Intermountain","UT","2000","401558"
"Carlsbad Caverns NP","Intermountain","NM","2008","400381"
"New River Gorge NP & PRES","Northeast","WV","1988","399722"
"Big Bend NP","Intermountain","TX","2005","398583"
"Capitol Reef NP","Intermountain","UT","1981","397789"
"Carlsbad Caverns NP","Intermountain","NM","2014","397309"
"Redwood NP","Pacific West","CA","2008","396899"
"Canyonlands NP","Intermountain","UT","1992","395698"
"Denali NP & PRES","Alaska","AK","1984","395099"
"Lassen Volcanic NP","Pacific West","CA","2007","395057"
"Lassen Volcanic NP","Pacific West","CA","1980","394425"
"Redwood NP","Pacific West","CA","2005","394144"
"Carlsbad Caverns NP","Intermountain","NM","2023","394121"
"New River Gorge NP & PRES","Northeast","WV","1986","394079"
"Big Bend NP","Intermountain","TX","2020","393907"
"Canyonlands NP","Intermountain","UT","2005","393381"
"Redwood NP","Pacific West","CA","2013","393364"
"Theodore Roosevelt NP","Midwest","ND","1997","393265"
"Pinnacles NP","Pacific West","CA","2011","393219"
"Biscayne NP","Southeast","FL","2000","393151"
"Canyonlands NP","Intermountain","UT","2006","392537"
"Biscayne NP","Southeast","FL","1997","392069"
"Redwood NP","Pacific West","CA","2004","392029"
"Lassen Volcanic NP","Pacific West","CA","1997","391816"
"North Cascades NP","Pacific West","WA","1989","391433"
"Carlsbad Caverns NP","Intermountain","NM","2022","390932"
"Crater Lake NP","Pacific West","OR","1985","390604"
"Theodore Roosevelt NP","Midwest","ND","1986","390553"
"Kenai Fjords NP","Alaska","AK","2022","389943"
"Crater Lake NP","Pacific West","OR","2006","388972"
"Lassen Volcanic NP","Pacific West","CA","2006","388741"
"Carlsbad Caverns NP","Intermountain","NM","2013","388566"
"Denali NP & PRES","Alaska","AK","2012","388433"
"Redwood NP","Pacific West","CA","2001","388352"
"Great Sand Dunes NP & PRES","Intermountain","CO","2016","388308"
"Big Bend NP","Intermountain","TX","2016","388290"
"Lassen Volcanic NP","Pacific West","CA","2002","388149"
"Redwood NP","Pacific West","CA","1992","387781"
"Kenai Fjords NP","Alaska","AK","2023","387525"
"Canyonlands NP","Intermountain","UT","2003","386986"
"Denali NP & PRES","Alaska","AK","1999","386867"
"Lassen Volcanic NP","Pacific West","CA","1994","385489"
"Redwood NP","Pacific West","CA","2007","385171"
"Crater Lake NP","Pacific West","OR","1990","384941"
"Glacier Bay NP & PRES","Alaska","AK","2000","384684"
"Lassen Volcanic NP","Pacific West","CA","2010","384570"
"Petrified Forest NP","Intermountain","AZ","2020","384483"
"Redwood NP","Pacific West","CA","2006","383780"
"Capitol Reef NP","Intermountain","UT","1986","383742"
"Channel Islands NP","Pacific West","CA","2017","383687"
"Redwood NP","Pacific West","CA","2000","383253"
"Redwood NP","Pacific West","CA","1998","383188"
"Redwood NP","Pacific West","CA","1997","382488"
"Big Bend NP","Intermountain","TX","2015","381747"
"Crater Lake NP","Pacific West","OR","1993","381747"
"Carlsbad Caverns NP","Intermountain","NM","2012","381058"
"Redwood NP","Pacific West","CA","2011","380167"
"Glacier Bay NP & PRES","Alaska","AK","2001","380114"
"Lassen Volcanic NP","Pacific West","CA","1979","380014"
"Lassen Volcanic NP","Pacific West","CA","2004","379667"
"Crater Lake NP","Pacific West","OR","1983","379008"
"Denali NP & PRES","Alaska","AK","2010","378855"
"New River Gorge NP & PRES","Northeast","WV","1990","378035"
"Lassen Volcanic NP","Pacific West","CA","2008","377361"
"Theodore Roosevelt NP","Midwest","ND","1985","377152"
"Lassen Volcanic NP","Pacific West","CA","2001","376695"
"Channel Islands NP","Pacific West","CA","2006","375256"
"Lassen Volcanic NP","Pacific West","CA","2000","374911"
"Denali NP & PRES","Alaska","AK","1998","372519"
"Big Bend NP","Intermountain","TX","2010","372330"
"Canyonlands NP","Intermountain","UT","2004","371706"
"Redwood NP","Pacific West","CA","1999","369726"
"Biscayne NP","Southeast","FL","1983","369082"
"Canyonlands NP","Intermountain","UT","2001","368592"
"Canyonlands NP","Intermountain","UT","2002","367078"
"Glacier Bay NP & PRES","Alaska","AK","2003","366319"
"Redwood NP","Pacific West","CA","1991","366280"
"Channel Islands NP","Pacific West","CA","2018","366250"
"Lassen Volcanic NP","Pacific West","CA","2009","365639"
"Lassen Volcanic NP","Pacific West","CA","2005","365535"
"Carlsbad Caverns NP","Intermountain","NM","2011","365000"
"Big Bend NP","Intermountain","TX","2007","364856"
"Channel Islands NP","Pacific West","CA","2016","364807"
"Denali NP & PRES","Alaska","AK","2000","363983"
"Big Bend NP","Intermountain","TX","2009","363905"
"Arches NP","Intermountain","UT","1985","363464"
"Big Bend NP","Intermountain","TX","2008","362512"
"Big Bend NP","Intermountain","TX","2011","361862"
"Theodore Roosevelt NP","Midwest","ND","1984","361139"
"Channel Islands NP","Pacific West","CA","2007","360806"
"Denali NP & PRES","Alaska","AK","2001","360191"
"Denali NP & PRES","Alaska","AK","2003","360189"
"Glacier Bay NP & PRES","Alaska","AK","2005","359829"
"Lassen Volcanic NP","Pacific West","CA","2021","359635"
"Denali NP & PRES","Alaska","AK","2009","358041"
"Big Bend NP","Intermountain","TX","2004","357723"
"Lassen Volcanic NP","Pacific West","CA","2024","357651"
"Black Canyon of the Gunnison NP","Intermountain","CO","2023","357069"
"Kenai Fjords NP","Alaska","AK","2019","356601"
"Denali NP & PRES","Alaska","AK","1997","354278"
"Pinnacles NP","Pacific West","CA","2024","354076"
"Lassen Volcanic NP","Pacific West","CA","1999","353756"
"Glacier Bay NP & PRES","Alaska","AK","2004","353686"
"Redwood NP","Pacific West","CA","2012","352517"
"Lassen Volcanic NP","Pacific West","CA","1996","351632"
"Lassen Volcanic NP","Pacific West","CA","2011","351269"
"Lassen Volcanic NP","Pacific West","CA","1995","351001"
"Carlsbad Caverns NP","Intermountain","NM","2021","349244"
"Pinnacles NP","Pacific West","CA","2021","348857"
"Channel Islands NP","Pacific West","CA","2009","348745"
"Redwood NP","Pacific West","CA","1990","348458"
"Biscayne NP","Southeast","FL","1982","348219"
"Glacier Bay NP & PRES","Alaska","AK","1997","347046"
"Kenai Fjords NP","Alaska","AK","2011","346852"
"Kenai Fjords NP","Alaska","AK","2016","346534"
"Denali NP & PRES","Alaska","AK","1983","346082"
"Arches NP","Intermountain","UT","1984","345180"
"Virgin Islands NP","Southeast","VI","2023","343685"
"Capitol Reef NP","Intermountain","UT","1980","342788"
"Channel Islands NP","Pacific West","CA","2014","342161"
"Black Canyon of the Gunnison NP","Intermountain","CO","2020","341620"
"Denali NP & PRES","Alaska","AK","1996","341385"
"Pinnacles NP","Pacific West","CA","2023","341220"
"Biscayne NP","Southeast","FL","1984","340567"
"Arches NP","Intermountain","UT","1982","339415"
"Canyonlands NP","Intermountain","UT","1991","339315"
"Biscayne NP","Southeast","FL","1996","338603"
"Big Bend NP","Intermountain","TX","1998","338442"
"Black Canyon of the Gunnison NP","Intermountain","CO","1992","337209"
"Black Canyon of the Gunnison NP","Intermountain","CO","1980","336119"
"Black Canyon of the Gunnison NP","Intermountain","CO","2024","335862"
"Channel Islands NP","Pacific West","CA","2008","332177"
"Capitol Reef NP","Intermountain","UT","1983","331734"
"Big Bend NP","Intermountain","TX","1994","330417"
"Big Bend NP","Intermountain","TX","2001","328927"
"Channel Islands NP","Pacific West","CA","2023","328746"
"Big Bend NP","Intermountain","TX","1993","327907"
"Big Bend NP","Intermountain","TX","2002","327747"
"Big Bend NP","Intermountain","TX","1999","327649"
"Arches NP","Intermountain","UT","1981","326508"
"Channel Islands NP","Pacific West","CA","2015","324816"
"Virgin Islands NP","Southeast","VI","2021","323999"
"Great Sand Dunes NP & PRES","Intermountain","CO","1995","323663"
"Channel Islands NP","Pacific West","CA","2022","323245"
"Denali NP & PRES","Alaska","AK","1982","321868"
"Kenai Fjords NP","Alaska","AK","2018","321596"
"Capitol Reef NP","Intermountain","UT","1985","320503"
"Black Canyon of the Gunnison NP","Intermountain","CO","1993","319322"
"Channel Islands NP","Pacific West","CA","2021","319252"
"Haleakala NP","Pacific West","HI","2020","319147"
"Lassen Volcanic NP","Pacific West","CA","1998","318049"
"Big Bend NP","Intermountain","TX","2013","316953"
"Black Canyon of the Gunnison NP","Intermountain","CO","1991","316336"
"Big Bend NP","Intermountain","TX","2014","314102"
"Big Bend NP","Intermountain","TX","2003","312384"
"Great Sand Dunes NP & PRES","Intermountain","CO","1994","312225"
"Denali NP & PRES","Alaska","AK","2002","311335"
"Great Sand Dunes NP & PRES","Intermountain","CO","1997","309855"
"Great Sand Dunes NP & PRES","Intermountain","CO","1996","309283"
"Black Canyon of the Gunnison NP","Intermountain","CO","2018","308962"
"Black Canyon of the Gunnison NP","Intermountain","CO","2021","308910"
"Biscayne NP","Southeast","FL","1992","307512"
"Black Canyon of the Gunnison NP","Intermountain","CO","2017","307143"
"Kenai Fjords NP","Alaska","AK","1997","306164"
"Big Bend NP","Intermountain","TX","1997","305882"
"Biscayne NP","Southeast","FL","1981","305502"
"Virgin Islands NP","Southeast","VI","2017","304408"
"Glacier Bay NP & PRES","Alaska","AK","1996","304374"
"Kenai Fjords NP","Alaska","AK","2017","303598"
"Great Sand Dunes NP & PRES","Intermountain","CO","2015","299513"
"Big Bend NP","Intermountain","TX","2006","298717"
"Kenai Fjords NP","Alaska","AK","2010","297596"
"Black Canyon of the Gunnison NP","Intermountain","CO","2022","297257"
"Kenai Fjords NP","Alaska","AK","2015","296697"
"Big Bend NP","Intermountain","TX","1991","296470"
"Capitol Reef NP","Intermountain","UT","1984","296230"
"Big Bend NP","Intermountain","TX","1995","295460"
"Great Sand Dunes NP & PRES","Intermountain","CO","1991","295070"
"Big Bend NP","Intermountain","TX","1992","294535"
"Great Sand Dunes NP & PRES","Intermountain","CO","1993","294282"
"Big Bend NP","Intermountain","TX","2012","292055"
"Black Canyon of the Gunnison NP","Intermountain","CO","1983","291618"
"Kenai Fjords NP","Alaska","AK","1999","290673"
"Great Sand Dunes NP & PRES","Intermountain","CO","1992","290654"
"Arches NP","Intermountain","UT","1980","290519"
"Mammoth Cave NP","Southeast","KY","2020","290392"
"Great Sand Dunes NP & PRES","Intermountain","CO","2009","289955"
"Capitol Reef NP","Intermountain","UT","1982","289486"
"Black Canyon of the Gunnison NP","Intermountain","CO","1986","289117"
"Capitol Reef NP","Intermountain","UT","1979","288860"
